txn_id,gateway_name,gateway_status,response_code,processing_time_ms,device_type,geo_location,processed_timestamp
34557,Square,SUCCESS,00,947,Mobile,Los Angeles,2024-04-29 09:25:27
34558,Stripe,SUCCESS,00,1470,Desktop,Los Angeles,2024-04-29 09:50:38
34559,Stripe,SUCCESS,00,288,ATM,Dallas,2024-04-29 10:01:13
34560,AuthorizeNet,SUCCESS,00,1076,ATM,Chicago,2024-04-29 10:05:29
34561,PayPal,SUCCESS,00,336,ATM,Dallas,2024-04-29 12:45:51
34562,Square,PENDING,99,838,Desktop,Dallas,2024-04-29 13:01:22
34563,Stripe,SUCCESS,00,386,POS,Dallas,2024-04-29 13:39:46
34564,PayPal,SUCCESS,00,402,ATM,Chicago,2024-04-29 13:58:59
34565,AuthorizeNet,SUCCESS,00,864,Mobile,Dallas,2024-04-29 15:09:49
34566,AuthorizeNet,SUCCESS,00,1265,Desktop,Chicago,2024-04-29 15:14:10
34567,PayPal,SUCCESS,00,998,ATM,Chicago,2024-04-29 15:56:18
34568,Stripe,FAILED,12,1176,ATM,Dallas,2024-04-29 16:05:49
34569,Square,SUCCESS,00,975,Mobile,Los Angeles,2024-04-29 17:00:32
34570,AuthorizeNet,SUCCESS,00,891,POS,Los Angeles,2024-04-29 17:10:35
34571,PayPal,FAILED,05,1422,ATM,Dallas,2024-04-29 17:10:41
34572,AuthorizeNet,SUCCESS,00,550,Desktop,Chicago,2024-04-29 17:52:41
34573,Square,FAILED,05,1133,ATM,New York,2024-04-29 18:02:18
34574,AuthorizeNet,FAILED,12,975,ATM,New York,2024-04-29 18:31:15
34575,Stripe,SUCCESS,00,492,Desktop,Chicago,2024-04-29 19:23:43
34576,Stripe,SUCCESS,00,933,POS,Los Angeles,2024-04-29 19:25:12
34577,Square,SUCCESS,00,1149,Desktop,New York,2024-04-29 19:40:07
34578,AuthorizeNet,SUCCESS,00,1010,Mobile,Dallas,2024-04-29 20:21:45
34579,AuthorizeNet,SUCCESS,00,1418,POS,Los Angeles,2024-04-29 21:44:54
34580,AuthorizeNet,SUCCESS,00,981,POS,New York,2024-04-29 21:49:16
34581,AuthorizeNet,SUCCESS,00,1189,Mobile,Chicago,2024-04-29 22:51:31
34582,AuthorizeNet,SUCCESS,00,1459,POS,Chicago,2024-04-29 23:07:13
34583,Square,SUCCESS,00,1159,Desktop,New York,2024-04-29 23:37:43
34584,Square,SUCCESS,00,656,POS,New York,2024-04-30 02:39:40
34585,Stripe,SUCCESS,00,831,POS,Dallas,2024-04-30 02:40:21
34586,Square,SUCCESS,00,1352,ATM,Dallas,2024-04-30 04:23:46
34587,PayPal,SUCCESS,00,1208,Desktop,Dallas,2024-04-30 05:12:55
34588,Stripe,SUCCESS,00,758,Mobile,Chicago,2024-04-30 06:00:24
34589,PayPal,SUCCESS,00,171,Mobile,Dallas,2024-04-30 06:11:47
34590,Stripe,SUCCESS,00,213,ATM,Dallas,2024-04-30 06:28:36
34591,Square,SUCCESS,00,624,Mobile,Dallas,2024-04-30 06:45:53
34592,AuthorizeNet,SUCCESS,00,824,Mobile,Dallas,2024-04-30 06:48:55
34593,Square,SUCCESS,00,1175,ATM,New York,2024-04-30 06:57:13
34594,Stripe,SUCCESS,00,1145,Mobile,Los Angeles,2024-04-30 07:45:32
34595,PayPal,SUCCESS,00,251,ATM,Los Angeles,2024-04-30 08:13:15
34596,PayPal,SUCCESS,00,443,ATM,Los Angeles,2024-04-30 09:20:34
34597,PayPal,SUCCESS,00,201,Mobile,Chicago,2024-04-30 09:24:17
34598,Stripe,SUCCESS,00,724,Desktop,New York,2024-04-30 10:10:45
34599,PayPal,SUCCESS,00,1154,ATM,Chicago,2024-04-30 10:22:03
34600,AuthorizeNet,SUCCESS,00,712,Mobile,Chicago,2024-04-30 10:22:30
34601,AuthorizeNet,SUCCESS,00,1274,POS,New York,2024-04-30 10:49:24
34602,Square,SUCCESS,00,833,ATM,New York,2024-04-30 11:38:25
34603,Square,SUCCESS,00,1233,POS,New York,2024-04-30 12:19:18
34604,Stripe,SUCCESS,00,1048,ATM,Los Angeles,2024-04-30 12:31:13
34605,AuthorizeNet,SUCCESS,00,652,ATM,Los Angeles,2024-04-30 12:38:50
34606,Square,SUCCESS,00,782,POS,Dallas,2024-04-30 14:08:18
34607,AuthorizeNet,SUCCESS,00,222,POS,Los Angeles,2024-04-30 14:40:13
34608,Stripe,SUCCESS,00,1059,Desktop,Los Angeles,2024-04-30 15:13:04
34609,AuthorizeNet,FAILED,05,122,Desktop,Los Angeles,2024-04-30 15:19:11
34610,Stripe,SUCCESS,00,949,Mobile,Dallas,2024-04-30 16:09:22
34611,AuthorizeNet,SUCCESS,00,1323,POS,Los Angeles,2024-04-30 17:49:17
34612,Square,SUCCESS,00,338,ATM,Chicago,2024-04-30 18:15:58
34613,AuthorizeNet,SUCCESS,00,696,Mobile,Chicago,2024-04-30 18:44:14
34614,AuthorizeNet,SUCCESS,00,1371,ATM,Los Angeles,2024-04-30 19:12:25
34615,Stripe,SUCCESS,00,907,Mobile,Chicago,2024-04-30 20:03:04
34616,PayPal,SUCCESS,00,993,ATM,Chicago,2024-04-30 20:11:28
34617,AuthorizeNet,SUCCESS,00,729,Mobile,New York,2024-04-30 20:36:38
34618,Square,SUCCESS,00,754,Desktop,Dallas,2024-04-30 20:48:30
34619,Square,SUCCESS,00,705,POS,Los Angeles,2024-04-30 20:52:06
34620,AuthorizeNet,SUCCESS,00,208,Desktop,Dallas,2024-04-30 21:05:55
34621,Stripe,SUCCESS,00,797,POS,Los Angeles,2024-04-30 21:12:19
34622,PayPal,SUCCESS,00,958,POS,Los Angeles,2024-04-30 21:18:23
34623,PayPal,SUCCESS,00,1113,Mobile,Los Angeles,2024-04-30 21:51:10
34624,AuthorizeNet,SUCCESS,00,1355,Desktop,Chicago,2024-04-30 22:27:59
34625,AuthorizeNet,SUCCESS,00,983,ATM,Dallas,2024-04-30 23:10:49
34626,Stripe,SUCCESS,00,391,ATM,Los Angeles,2024-05-01 00:02:48
34627,PayPal,SUCCESS,00,145,Mobile,Los Angeles,2024-05-01 00:50:49
34628,Square,SUCCESS,00,1076,POS,Los Angeles,2024-05-01 01:09:31
34629,PayPal,SUCCESS,00,667,Desktop,Chicago,2024-05-01 02:39:04
34630,Stripe,SUCCESS,00,1465,Desktop,Dallas,2024-05-01 02:43:57
34631,PayPal,SUCCESS,00,254,Mobile,Chicago,2024-05-01 02:52:16
34632,PayPal,PENDING,99,457,Desktop,Dallas,2024-05-01 03:11:07
34633,PayPal,SUCCESS,00,980,POS,Los Angeles,2024-05-01 03:37:57
34634,AuthorizeNet,SUCCESS,00,476,Mobile,Los Angeles,2024-05-01 04:03:27
34635,PayPal,FAILED,05,285,Mobile,Los Angeles,2024-05-01 04:27:22
34636,AuthorizeNet,SUCCESS,00,1094,Mobile,Chicago,2024-05-01 04:46:59
34637,AuthorizeNet,SUCCESS,00,732,ATM,Dallas,2024-05-01 05:21:36
34638,AuthorizeNet,SUCCESS,00,778,POS,New York,2024-05-01 06:25:05
34639,Stripe,SUCCESS,00,231,Desktop,Chicago,2024-05-01 06:44:11
34640,Stripe,SUCCESS,00,1349,POS,Chicago,2024-05-01 07:14:43
34641,Stripe,SUCCESS,00,540,Desktop,Dallas,2024-05-01 08:27:11
34642,AuthorizeNet,SUCCESS,00,528,POS,Chicago,2024-05-01 08:31:25
34643,PayPal,FAILED,05,1233,Mobile,Chicago,2024-05-01 09:10:59
34644,AuthorizeNet,SUCCESS,00,1369,Desktop,Los Angeles,2024-05-01 10:05:29
34645,PayPal,SUCCESS,00,1431,Mobile,Dallas,2024-05-01 10:46:18
34646,Square,PENDING,99,658,Desktop,Dallas,2024-05-01 11:03:30
34647,Stripe,SUCCESS,00,149,ATM,Chicago,2024-05-01 13:12:04
34648,Stripe,SUCCESS,00,876,Mobile,Chicago,2024-05-01 13:13:53
34649,AuthorizeNet,PENDING,99,1345,POS,Dallas,2024-05-01 13:20:56
34650,PayPal,SUCCESS,00,512,Mobile,New York,2024-05-01 14:04:36
34651,Stripe,SUCCESS,00,1063,POS,Los Angeles,2024-05-01 15:49:46
34652,PayPal,SUCCESS,00,912,Desktop,Chicago,2024-05-01 16:45:11
34653,PayPal,SUCCESS,00,739,Desktop,New York,2024-05-01 17:07:39
34654,Stripe,SUCCESS,00,1274,Desktop,Los Angeles,2024-05-01 18:15:16
34655,Square,SUCCESS,00,1276,ATM,New York,2024-05-01 18:19:31
34656,PayPal,SUCCESS,00,1113,POS,Dallas,2024-05-01 20:04:05
34657,PayPal,SUCCESS,00,1099,Desktop,Chicago,2024-05-01 22:00:14
34658,AuthorizeNet,SUCCESS,00,819,ATM,New York,2024-05-01 23:29:21
34659,PayPal,SUCCESS,00,1378,Desktop,Los Angeles,2024-05-02 01:02:30
34660,PayPal,SUCCESS,00,1089,ATM,Chicago,2024-05-02 01:06:30
34661,PayPal,SUCCESS,00,834,Desktop,Chicago,2024-05-02 01:09:31
34662,Stripe,SUCCESS,00,374,ATM,Chicago,2024-05-02 01:27:30
34663,PayPal,SUCCESS,00,1455,Mobile,Los Angeles,2024-05-02 01:29:58
34664,Square,SUCCESS,00,1483,Mobile,Los Angeles,2024-05-02 02:04:35
34665,Square,SUCCESS,00,422,Mobile,Los Angeles,2024-05-02 02:09:50
34666,PayPal,SUCCESS,00,292,POS,Los Angeles,2024-05-02 03:21:13
34667,PayPal,SUCCESS,00,728,ATM,Los Angeles,2024-05-02 05:08:53
34668,PayPal,FAILED,12,1239,ATM,Chicago,2024-05-02 05:40:01
34669,Stripe,SUCCESS,00,311,ATM,Los Angeles,2024-05-02 05:43:00
34670,PayPal,SUCCESS,00,903,Desktop,Los Angeles,2024-05-02 06:49:58
34671,PayPal,SUCCESS,00,164,Mobile,Los Angeles,2024-05-02 07:35:43
34672,Square,SUCCESS,00,1024,Mobile,New York,2024-05-02 08:02:26
34673,PayPal,SUCCESS,00,1092,POS,New York,2024-05-02 09:09:19
34674,AuthorizeNet,SUCCESS,00,1153,Mobile,Dallas,2024-05-02 09:12:29
34675,Stripe,SUCCESS,00,704,Desktop,Los Angeles,2024-05-02 09:30:25
34676,Square,SUCCESS,00,1425,Mobile,New York,2024-05-02 10:27:05
34677,Square,SUCCESS,00,1263,ATM,New York,2024-05-02 12:17:35
34678,Stripe,SUCCESS,00,1448,Mobile,Dallas,2024-05-02 12:54:47
34679,AuthorizeNet,SUCCESS,00,308,ATM,Chicago,2024-05-02 13:11:59
34680,Square,SUCCESS,00,264,Desktop,Los Angeles,2024-05-02 13:20:21
34681,PayPal,SUCCESS,00,541,POS,Los Angeles,2024-05-02 14:29:51
34682,Stripe,SUCCESS,00,240,Desktop,Los Angeles,2024-05-02 15:12:52
34683,AuthorizeNet,SUCCESS,00,832,ATM,New York,2024-05-02 16:15:43
34684,Square,SUCCESS,00,1051,ATM,Chicago,2024-05-02 16:16:32
34685,PayPal,SUCCESS,00,978,Mobile,Chicago,2024-05-02 16:24:59
34686,AuthorizeNet,FAILED,12,146,ATM,Dallas,2024-05-02 16:35:21
34687,Square,SUCCESS,00,852,POS,Chicago,2024-05-02 18:01:18
34688,Square,SUCCESS,00,893,ATM,Dallas,2024-05-02 18:04:44
34689,PayPal,SUCCESS,00,1440,POS,Chicago,2024-05-02 18:39:25
34690,AuthorizeNet,SUCCESS,00,388,Mobile,Dallas,2024-05-02 18:57:58
34691,AuthorizeNet,SUCCESS,00,695,POS,Chicago,2024-05-02 19:18:24
34692,AuthorizeNet,SUCCESS,00,649,ATM,Dallas,2024-05-02 19:47:58
34693,AuthorizeNet,SUCCESS,00,1182,Mobile,Los Angeles,2024-05-02 19:55:40
34694,Stripe,FAILED,12,1301,POS,Chicago,2024-05-02 19:56:28
34695,Stripe,SUCCESS,00,855,ATM,Chicago,2024-05-02 19:58:10
34696,AuthorizeNet,SUCCESS,00,1177,Mobile,New York,2024-05-02 20:14:50
34697,PayPal,SUCCESS,00,256,POS,Los Angeles,2024-05-02 21:30:24
34698,AuthorizeNet,SUCCESS,00,220,Mobile,Los Angeles,2024-05-02 21:47:40
34699,PayPal,FAILED,05,649,Desktop,New York,2024-05-02 21:50:57
34700,PayPal,SUCCESS,00,1322,POS,Dallas,2024-05-02 23:05:38
34701,AuthorizeNet,SUCCESS,00,945,POS,Los Angeles,2024-05-02 23:07:46
34702,PayPal,SUCCESS,00,699,Mobile,Los Angeles,2024-05-03 00:08:47
34703,AuthorizeNet,FAILED,05,960,ATM,Chicago,2024-05-03 00:18:47
34704,PayPal,SUCCESS,00,924,Desktop,Dallas,2024-05-03 00:40:39
34705,PayPal,SUCCESS,00,1356,ATM,New York,2024-05-03 01:28:25
34706,Stripe,SUCCESS,00,118,POS,Chicago,2024-05-03 02:32:16
34707,AuthorizeNet,SUCCESS,00,562,Desktop,Chicago,2024-05-03 02:35:05
34708,AuthorizeNet,SUCCESS,00,515,Mobile,New York,2024-05-03 03:11:14
34709,PayPal,SUCCESS,00,448,POS,Los Angeles,2024-05-03 04:06:06
34710,PayPal,SUCCESS,00,981,ATM,New York,2024-05-03 05:18:51
34711,PayPal,SUCCESS,00,1045,POS,Dallas,2024-05-03 05:22:00
34712,Stripe,SUCCESS,00,1415,Mobile,New York,2024-05-03 08:02:56
34713,Square,SUCCESS,00,1304,Desktop,Chicago,2024-05-03 08:16:28
34714,Stripe,SUCCESS,00,723,Desktop,New York,2024-05-03 08:22:52
34715,Square,SUCCESS,00,1328,POS,New York,2024-05-03 09:08:33
34716,Square,SUCCESS,00,414,POS,Chicago,2024-05-03 09:17:16
34717,Square,SUCCESS,00,1180,Desktop,Los Angeles,2024-05-03 09:29:45
34718,AuthorizeNet,SUCCESS,00,314,ATM,New York,2024-05-03 09:48:10
34719,Square,SUCCESS,00,148,ATM,Los Angeles,2024-05-03 09:50:06
34720,Square,SUCCESS,00,377,ATM,Dallas,2024-05-03 11:02:12
34721,AuthorizeNet,FAILED,05,1140,Mobile,Los Angeles,2024-05-03 11:03:40
34722,AuthorizeNet,SUCCESS,00,468,Mobile,Chicago,2024-05-03 11:07:22
34723,Stripe,SUCCESS,00,1463,Desktop,Dallas,2024-05-03 11:57:59
34724,Square,FAILED,12,868,ATM,Chicago,2024-05-03 12:28:09
34725,PayPal,SUCCESS,00,1427,ATM,Los Angeles,2024-05-03 12:41:55
34726,AuthorizeNet,SUCCESS,00,1164,POS,Dallas,2024-05-03 12:54:59
34727,Stripe,SUCCESS,00,1092,ATM,Chicago,2024-05-03 13:17:10
34728,Stripe,SUCCESS,00,645,Mobile,Dallas,2024-05-03 14:02:31
34729,PayPal,SUCCESS,00,1256,ATM,Los Angeles,2024-05-03 14:26:14
34730,AuthorizeNet,SUCCESS,00,473,Mobile,Dallas,2024-05-03 14:33:12
34731,PayPal,SUCCESS,00,1337,ATM,Dallas,2024-05-03 15:15:16
34732,Square,SUCCESS,00,1225,Desktop,Los Angeles,2024-05-03 16:15:14
34733,PayPal,SUCCESS,00,586,Desktop,Los Angeles,2024-05-03 17:10:52
34734,Stripe,SUCCESS,00,812,Mobile,Chicago,2024-05-03 17:38:10
34735,Stripe,SUCCESS,00,1487,ATM,New York,2024-05-03 19:01:02
34736,Stripe,SUCCESS,00,452,Mobile,New York,2024-05-03 19:17:09
34737,PayPal,SUCCESS,00,117,ATM,New York,2024-05-03 20:54:24
34738,Stripe,SUCCESS,00,161,Mobile,New York,2024-05-03 20:55:50
34739,Square,FAILED,05,1365,POS,Los Angeles,2024-05-03 21:06:40
34740,Square,SUCCESS,00,287,Mobile,Chicago,2024-05-03 23:14:14
34741,Stripe,SUCCESS,00,1246,ATM,Los Angeles,2024-05-03 23:18:42
34742,PayPal,SUCCESS,00,590,ATM,Chicago,2024-05-03 23:48:24
34743,PayPal,SUCCESS,00,233,ATM,Chicago,2024-05-04 00:09:01
34744,PayPal,SUCCESS,00,607,ATM,New York,2024-05-04 01:29:13
34745,PayPal,SUCCESS,00,428,ATM,Chicago,2024-05-04 01:55:39
34746,Stripe,SUCCESS,00,1350,Mobile,Dallas,2024-05-04 02:02:34
34747,AuthorizeNet,SUCCESS,00,1078,POS,New York,2024-05-04 02:52:49
34748,Square,SUCCESS,00,104,POS,Chicago,2024-05-04 03:23:25
34749,Stripe,SUCCESS,00,1305,POS,Los Angeles,2024-05-04 04:25:49
34750,Square,SUCCESS,00,1056,ATM,Los Angeles,2024-05-04 04:51:31
34751,PayPal,SUCCESS,00,766,ATM,New York,2024-05-04 04:52:06
34752,AuthorizeNet,SUCCESS,00,916,POS,Dallas,2024-05-04 05:39:34
34753,Square,PENDING,99,420,Desktop,Los Angeles,2024-05-04 07:03:32
34754,Square,SUCCESS,00,1394,Mobile,New York,2024-05-04 07:40:06
34755,Square,SUCCESS,00,660,ATM,Los Angeles,2024-05-04 08:02:32
34756,AuthorizeNet,SUCCESS,00,246,Mobile,New York,2024-05-04 09:32:41
34757,Square,SUCCESS,00,1114,Mobile,Los Angeles,2024-05-04 10:25:43
34758,PayPal,SUCCESS,00,1356,ATM,Los Angeles,2024-05-04 10:39:06
34759,Stripe,SUCCESS,00,1150,ATM,New York,2024-05-04 10:58:14
34760,Stripe,SUCCESS,00,1095,ATM,Los Angeles,2024-05-04 11:58:05
34761,AuthorizeNet,SUCCESS,00,1473,Mobile,Chicago,2024-05-04 12:46:36
34762,Stripe,PENDING,99,1342,POS,New York,2024-05-04 14:06:28
34763,AuthorizeNet,FAILED,05,995,POS,Chicago,2024-05-04 15:03:22
34764,Square,SUCCESS,00,844,POS,New York,2024-05-04 15:14:50
34765,AuthorizeNet,SUCCESS,00,695,Desktop,Los Angeles,2024-05-04 15:35:04
34766,Stripe,SUCCESS,00,1295,POS,Chicago,2024-05-04 15:53:21
34767,AuthorizeNet,SUCCESS,00,586,POS,New York,2024-05-04 16:35:42
34768,AuthorizeNet,SUCCESS,00,270,POS,New York,2024-05-04 16:56:34
34769,Stripe,SUCCESS,00,1282,Mobile,Chicago,2024-05-04 17:19:03
34770,AuthorizeNet,SUCCESS,00,939,Mobile,New York,2024-05-04 17:48:56
34771,Stripe,SUCCESS,00,924,Mobile,Los Angeles,2024-05-04 18:18:46
34772,Square,SUCCESS,00,529,Desktop,Dallas,2024-05-04 18:37:19
34773,Square,SUCCESS,00,1383,Mobile,Chicago,2024-05-04 19:08:22
34774,Stripe,SUCCESS,00,100,Mobile,Los Angeles,2024-05-04 19:09:10
34775,PayPal,SUCCESS,00,439,ATM,New York,2024-05-04 19:26:32
34776,PayPal,SUCCESS,00,561,Desktop,New York,2024-05-04 19:44:22
34777,PayPal,SUCCESS,00,933,Desktop,New York,2024-05-04 19:46:06
34778,AuthorizeNet,SUCCESS,00,825,Desktop,New York,2024-05-04 19:53:02
34779,PayPal,SUCCESS,00,127,POS,New York,2024-05-04 20:06:43
34780,PayPal,SUCCESS,00,158,Mobile,Dallas,2024-05-04 20:20:41
34781,PayPal,SUCCESS,00,1483,Desktop,Chicago,2024-05-04 20:45:09
34782,PayPal,SUCCESS,00,331,ATM,Dallas,2024-05-04 21:40:37
34783,Stripe,SUCCESS,00,774,Desktop,Chicago,2024-05-04 22:37:01
34784,AuthorizeNet,SUCCESS,00,662,POS,New York,2024-05-04 22:50:21
34785,Stripe,PENDING,99,915,Mobile,Chicago,2024-05-05 00:11:08
34786,AuthorizeNet,SUCCESS,00,189,Desktop,New York,2024-05-05 00:50:39
34787,Square,SUCCESS,00,793,ATM,Dallas,2024-05-05 00:59:03
34788,AuthorizeNet,SUCCESS,00,1199,ATM,Dallas,2024-05-05 04:15:20
34789,AuthorizeNet,SUCCESS,00,330,POS,New York,2024-05-05 04:53:31
34790,Stripe,SUCCESS,00,142,Mobile,Dallas,2024-05-05 05:04:43
34791,Square,SUCCESS,00,232,ATM,Chicago,2024-05-05 05:12:04
34792,AuthorizeNet,SUCCESS,00,252,Mobile,Dallas,2024-05-05 05:55:24
34793,PayPal,SUCCESS,00,416,Mobile,Dallas,2024-05-05 06:19:07
34794,Stripe,SUCCESS,00,449,POS,Dallas,2024-05-05 06:24:11
34795,AuthorizeNet,SUCCESS,00,1421,Mobile,Los Angeles,2024-05-05 06:25:32
34796,Square,PENDING,99,1100,POS,New York,2024-05-05 07:32:09
34797,Stripe,SUCCESS,00,1063,Mobile,Chicago,2024-05-05 07:55:23
34798,Square,SUCCESS,00,648,Desktop,Dallas,2024-05-05 08:27:12
34799,Square,SUCCESS,00,769,Desktop,New York,2024-05-05 09:15:15
34800,Stripe,SUCCESS,00,1197,POS,Los Angeles,2024-05-05 10:27:51
34801,AuthorizeNet,SUCCESS,00,737,Mobile,Chicago,2024-05-05 10:34:05
34802,PayPal,SUCCESS,00,1485,ATM,Los Angeles,2024-05-05 11:35:06
34803,Stripe,SUCCESS,00,603,Mobile,Dallas,2024-05-05 11:36:02
34804,AuthorizeNet,SUCCESS,00,968,POS,New York,2024-05-05 12:28:47
34805,Square,SUCCESS,00,1238,POS,New York,2024-05-05 12:31:50
34806,AuthorizeNet,SUCCESS,00,1188,Desktop,Chicago,2024-05-05 14:25:07
34807,Square,FAILED,05,1307,POS,Chicago,2024-05-05 18:21:43
34808,PayPal,SUCCESS,00,1325,ATM,New York,2024-05-05 19:17:28
34809,Stripe,SUCCESS,00,537,ATM,New York,2024-05-05 20:19:16
34810,AuthorizeNet,SUCCESS,00,1163,ATM,Los Angeles,2024-05-05 20:33:01
34811,Stripe,SUCCESS,00,367,Mobile,Chicago,2024-05-05 21:54:23
34812,PayPal,SUCCESS,00,598,POS,Los Angeles,2024-05-05 23:34:00
34813,Stripe,SUCCESS,00,893,Mobile,Chicago,2024-05-06 00:17:19
34814,PayPal,SUCCESS,00,286,POS,Dallas,2024-05-06 00:28:21
34815,Stripe,SUCCESS,00,204,Mobile,Chicago,2024-05-06 01:28:56
34816,AuthorizeNet,SUCCESS,00,1043,Desktop,Dallas,2024-05-06 02:02:50
34817,AuthorizeNet,SUCCESS,00,350,Mobile,Chicago,2024-05-06 04:09:02
34818,Square,SUCCESS,00,857,ATM,Chicago,2024-05-06 04:09:32
34819,Square,SUCCESS,00,1056,Mobile,Los Angeles,2024-05-06 04:21:33
34820,PayPal,SUCCESS,00,869,Mobile,Dallas,2024-05-06 04:38:20
34821,PayPal,SUCCESS,00,675,Desktop,Dallas,2024-05-06 06:04:09
34822,Square,SUCCESS,00,828,Mobile,New York,2024-05-06 07:53:27
34823,Square,SUCCESS,00,978,ATM,Los Angeles,2024-05-06 07:55:18
34824,PayPal,SUCCESS,00,126,Mobile,Chicago,2024-05-06 09:32:48
34825,Stripe,SUCCESS,00,771,ATM,Dallas,2024-05-06 10:19:07
34826,PayPal,SUCCESS,00,520,Desktop,New York,2024-05-06 10:38:00
34827,Square,SUCCESS,00,454,Desktop,Dallas,2024-05-06 10:43:46
34828,AuthorizeNet,SUCCESS,00,115,POS,New York,2024-05-06 10:46:20
34829,AuthorizeNet,SUCCESS,00,419,ATM,Dallas,2024-05-06 11:08:30
34830,PayPal,PENDING,99,489,POS,Dallas,2024-05-06 11:18:16
34831,AuthorizeNet,SUCCESS,00,1290,ATM,Chicago,2024-05-06 11:27:05
34832,Square,SUCCESS,00,156,ATM,Chicago,2024-05-06 12:40:14
34833,Stripe,SUCCESS,00,270,ATM,New York,2024-05-06 15:09:55
34834,AuthorizeNet,SUCCESS,00,1187,Desktop,Dallas,2024-05-06 15:38:46
34835,AuthorizeNet,PENDING,99,1401,Desktop,Los Angeles,2024-05-06 16:12:39
34836,Square,SUCCESS,00,571,Desktop,New York,2024-05-06 16:24:55
34837,AuthorizeNet,SUCCESS,00,449,POS,Dallas,2024-05-06 17:09:50
34838,AuthorizeNet,SUCCESS,00,954,Desktop,Dallas,2024-05-06 18:16:05
34839,AuthorizeNet,SUCCESS,00,554,Desktop,New York,2024-05-06 19:00:11
34840,Square,FAILED,12,409,ATM,Chicago,2024-05-06 19:35:02
34841,PayPal,SUCCESS,00,1152,ATM,New York,2024-05-06 21:37:17
34842,AuthorizeNet,SUCCESS,00,1429,Mobile,Los Angeles,2024-05-06 21:43:34
34843,PayPal,SUCCESS,00,1441,ATM,New York,2024-05-06 21:55:15
34844,AuthorizeNet,SUCCESS,00,320,ATM,Chicago,2024-05-06 22:21:47
34845,Stripe,SUCCESS,00,344,ATM,New York,2024-05-06 23:05:53
34846,Square,SUCCESS,00,590,POS,Los Angeles,2024-05-06 23:07:50
34847,AuthorizeNet,SUCCESS,00,1437,ATM,Los Angeles,2024-05-06 23:35:29
34848,PayPal,SUCCESS,00,848,ATM,Los Angeles,2024-05-06 23:49:38
34849,AuthorizeNet,SUCCESS,00,1437,Desktop,Dallas,2024-05-07 00:50:48
34850,AuthorizeNet,SUCCESS,00,516,Mobile,Dallas,2024-05-07 00:59:27
34851,PayPal,SUCCESS,00,126,Mobile,Dallas,2024-05-07 02:08:19
34852,PayPal,SUCCESS,00,205,Mobile,Chicago,2024-05-07 02:24:15
34853,AuthorizeNet,SUCCESS,00,1428,Desktop,Chicago,2024-05-07 02:29:51
34854,PayPal,SUCCESS,00,887,POS,New York,2024-05-07 02:58:03
34855,Stripe,SUCCESS,00,1152,Mobile,New York,2024-05-07 04:05:01
34856,Square,SUCCESS,00,262,ATM,New York,2024-05-07 04:08:04
34857,PayPal,SUCCESS,00,864,ATM,Los Angeles,2024-05-07 04:55:28
34858,AuthorizeNet,SUCCESS,00,752,ATM,Los Angeles,2024-05-07 05:06:44
34859,Stripe,SUCCESS,00,130,POS,Dallas,2024-05-07 06:41:13
34860,PayPal,SUCCESS,00,707,POS,Los Angeles,2024-05-07 08:20:02
34861,PayPal,SUCCESS,00,1183,ATM,Los Angeles,2024-05-07 09:59:35
34862,Stripe,SUCCESS,00,1109,ATM,New York,2024-05-07 10:29:45
34863,PayPal,FAILED,05,792,Desktop,Los Angeles,2024-05-07 11:11:50
34864,PayPal,SUCCESS,00,664,Desktop,New York,2024-05-07 11:42:59
34865,Square,PENDING,99,639,POS,Los Angeles,2024-05-07 11:56:42
34866,Stripe,SUCCESS,00,555,Desktop,New York,2024-05-07 13:25:26
34867,Square,SUCCESS,00,1204,POS,Dallas,2024-05-07 15:11:23
34868,Stripe,SUCCESS,00,529,POS,Dallas,2024-05-07 15:25:12
34869,Square,SUCCESS,00,1098,ATM,New York,2024-05-07 15:30:17
34870,Square,SUCCESS,00,166,Desktop,Los Angeles,2024-05-07 15:46:58
34871,PayPal,SUCCESS,00,377,ATM,Los Angeles,2024-05-07 17:35:40
34872,PayPal,SUCCESS,00,1419,POS,New York,2024-05-07 17:37:04
34873,Square,SUCCESS,00,515,POS,Chicago,2024-05-07 18:27:40
34874,AuthorizeNet,SUCCESS,00,136,Desktop,Los Angeles,2024-05-07 19:15:13
34875,Square,SUCCESS,00,1121,Desktop,Los Angeles,2024-05-07 20:16:12
34876,AuthorizeNet,SUCCESS,00,629,Mobile,New York,2024-05-07 20:52:01
34877,Square,SUCCESS,00,1274,Desktop,New York,2024-05-07 21:03:38
34878,AuthorizeNet,SUCCESS,00,120,POS,Chicago,2024-05-07 21:16:50
34879,Stripe,SUCCESS,00,512,Desktop,Dallas,2024-05-07 21:41:09
34880,Square,FAILED,12,1041,Desktop,Dallas,2024-05-07 22:17:10
34881,Stripe,SUCCESS,00,327,POS,New York,2024-05-08 00:27:13
34882,PayPal,SUCCESS,00,286,Mobile,Dallas,2024-05-08 02:47:56
34883,Stripe,SUCCESS,00,1345,POS,New York,2024-05-08 02:54:55
34884,AuthorizeNet,SUCCESS,00,282,Desktop,Dallas,2024-05-08 03:52:45
34885,Stripe,SUCCESS,00,1280,Desktop,Dallas,2024-05-08 03:57:07
34886,AuthorizeNet,SUCCESS,00,105,Mobile,Los Angeles,2024-05-08 04:27:46
